column1_charwithnull,column2_char,column3_cat1,column4_cat2,column5_int,column6_formula
Y,N,SS,A+,315,17171.666666666668
Y,N,COMP,A,1146,96175.66666666667
,Y,SS,A+,403,11980.533333333333
N,Y,SS,A,2486,70715.66666666667
Y,Y,COMP,A+,1646,54290.666666666664
,N,SS,G,2015,23233.14285714286
N,Y,SS,A,1876,46492.5
,Y,COMP,B,1527,10371.642857142857
,N,COMP,A,833,10584.75
,N,COMP,A+,2208,13756.0
N,N,COMP,B,2523,13638.533333333333
N,Y,COMP,A+,487,4729.615384615385
N,Y,COMP,A+,969,5244.5
Y,Y,COMP,G,2184,18933.0
Y,N,SS,G,308,9401.0
N,Y,SS,G,929,15605.7
Y,N,SS,G,2336,3712.1666666666665
N,Y,SS,G,1537,20146.375
N,N,SS,A+,2362,13342.636363636364
N,Y,COMP,A,411,33289.375
,Y,SS,B,2256,34132.833333333336
,Y,SS,A+,1678,3613.9
Y,Y,SS,G,1531,29699.666666666668
N,N,COMP,A+,1553,600.4666666666667
Y,Y,COMP,A,1861,6099.928571428572
,N,COMP,A+,597,10470.888888888889
N,Y,COMP,B,2476,1402.6666666666667
Y,N,SS,B,2106,17747.25
N,Y,COMP,A,2095,1551.875
Y,Y,COMP,G,2787,184486.0
Y,N,SS,A,2795,118307.0
,Y,SS,A,1997,39273.71428571428
,N,SS,A,2148,18529.928571428572
N,N,COMP,B,1115,23957.0
Y,Y,COMP,G,935,47468.833333333336
,Y,COMP,A+,75,13196.4
,N,COMP,A+,1718,138565.0
N,Y,COMP,B,555,1414.7142857142858
Y,Y,SS,B,7,25837.666666666668
,N,COMP,B,2562,112649.0
N,Y,COMP,G,1426,6020.214285714285
,N,SS,B,2604,49867.0
,Y,COMP,B,2617,74195.66666666667
Y,N,SS,A+,2665,18491.083333333332
,Y,COMP,B,1777,28934.166666666668
,Y,COMP,A,2797,26102.5
Y,N,COMP,G,2084,22495.11111111111
,Y,SS,B,2007,11753.09090909091
,N,COMP,B,394,15065.2
N,N,COMP,A+,647,18810.88888888889
,N,COMP,A,2243,5673.363636363636
N,Y,SS,G,1489,7563.266666666666
N,Y,SS,B,2343,2876.6
Y,Y,COMP,G,1177,9691.25
Y,Y,COMP,A+,131,6628.75
Y,Y,SS,A+,1167,17466.4
,N,SS,G,317,46658.4
Y,Y,SS,A,1477,13542.857142857143
Y,Y,SS,G,701,29049.5
Y,Y,SS,B,559,40691.28571428572
Y,Y,COMP,A+,1187,143502.0
Y,N,SS,A,2751,95632.0
Y,N,COMP,B,1725,14380.133333333333
Y,Y,SS,B,1257,18291.4
,N,SS,B,1177,19327.272727272728
Y,N,SS,B,490,114472.0
N,N,COMP,A+,731,3820.0
N,N,COMP,B,2206,20911.25
,N,COMP,A+,455,87378.5
,N,SS,G,1178,2634.923076923077
,N,COMP,G,1634,15264.5
N,Y,SS,B,120,2127.1
Y,Y,SS,B,40,1622.0
Y,Y,COMP,G,951,17035.666666666668
,Y,SS,B,2191,18129.428571428572
,Y,SS,A+,22,38828.2
Y,N,COMP,A+,2398,275303.0
,N,COMP,G,2673,16532.0
,Y,SS,G,1219,16270.8
N,Y,COMP,A+,200,83559.5
,Y,SS,B,1109,9262.272727272728
N,N,SS,B,2729,21942.11111111111
N,N,COMP,B,1580,23999.5
N,Y,COMP,A,1490,3003.3571428571427
N,Y,SS,A,293,18664.75
,N,COMP,G,510,16300.92857142857
,N,SS,B,1304,5442.384615384615
,N,SS,G,269,91094.0
,Y,COMP,A+,863,46973.5
Y,N,SS,A+,2427,32991.28571428572
N,Y,SS,B,2649,24430.1
,Y,SS,A+,2238,6839.0
,N,COMP,A+,2699,53566.0
Y,N,SS,G,1691,23194.333333333332
Y,N,SS,A+,726,6950.3
,Y,SS,A,346,75843.5
,Y,SS,G,759,19420.0
,N,SS,G,322,63450.25
N,Y,SS,B,649,181453.0
Y,N,SS,G,482,53546.8
N,N,COMP,B,2621,6543.0
,Y,SS,B,2758,19564.625
N,Y,COMP,G,1234,21438.81818181818
,Y,COMP,B,1465,15527.0
Y,N,COMP,B,1529,25606.0
N,Y,COMP,A,2350,13255.875
N,N,SS,G,1801,206.28571428571428
,N,COMP,B,2166,9950.777777777777
,N,COMP,B,1874,7995.6
N,N,SS,B,2399,51918.5
Y,Y,COMP,A+,1946,20697.666666666668
N,N,COMP,A+,2353,15090.4
Y,Y,SS,G,2169,1976.8333333333333
N,Y,COMP,A+,2102,25393.625
,N,COMP,G,1487,16871.333333333332
N,N,SS,A,1181,131536.5
N,N,COMP,A,188,25316.8
,Y,COMP,A,1007,10236.875
N,N,COMP,G,1344,80010.66666666667
Y,Y,SS,A,2768,161798.0
N,Y,COMP,G,1613,112782.5
N,N,COMP,G,645,14900.285714285714
Y,N,COMP,G,837,35851.0
Y,Y,SS,A,1999,15130.6
,N,SS,A+,1009,139622.0
Y,N,SS,G,2314,7993.545454545455
Y,Y,SS,A,11,38930.0
,Y,COMP,A,402,36812.28571428572
N,N,SS,A,1637,25401.5
Y,Y,COMP,B,513,135021.0
,Y,SS,A+,1072,17966.533333333333
Y,N,SS,A+,940,1321.3636363636363
N,N,SS,A,639,4895.090909090909
,Y,COMP,A+,308,15347.90909090909
N,N,COMP,B,393,13637.8
Y,N,SS,A+,1861,11377.866666666667
,N,COMP,G,2770,15323.384615384615
N,Y,COMP,G,1584,3028.0
Y,Y,COMP,G,2195,14002.90909090909
Y,Y,SS,A+,2533,47055.4
N,N,COMP,A+,636,6328.571428571428
N,Y,COMP,A+,727,22159.25
,Y,COMP,A+,1107,8228.0
N,Y,COMP,A,2292,3543.25
,Y,SS,B,2501,1730.0
N,N,SS,A,1282,24424.4
N,N,SS,A,1729,47000.666666666664
N,N,SS,G,1250,131584.0
,N,COMP,B,240,9307.111111111111
Y,Y,COMP,G,726,10761.307692307691
N,Y,SS,A,1794,5399.090909090909
N,N,COMP,G,2579,18698.5
,N,SS,A+,2652,42097.2
N,Y,SS,G,2562,13268.111111111111
Y,N,COMP,B,1311,10326.1
Y,Y,SS,A+,2290,1938.8333333333333
,Y,SS,A,671,30640.333333333332
Y,N,COMP,A+,933,18599.0
Y,Y,COMP,G,2507,16021.444444444445
N,Y,SS,A,2374,56712.75
N,N,COMP,B,1135,40671.75
Y,N,COMP,G,2314,38124.0
,Y,SS,A+,609,7808.75
N,Y,COMP,G,1930,16836.615384615383
,N,COMP,A+,1179,13977.153846153846
,Y,SS,A+,1555,114248.0
Y,Y,COMP,B,1177,191955.0
Y,N,SS,A,310,11388.111111111111
N,Y,COMP,G,963,10092.4
Y,N,SS,G,404,20582.25
N,Y,SS,A+,2655,2007.75
,Y,SS,A,1998,2272.8333333333335
N,N,COMP,A,1734,9585.384615384615
Y,N,SS,A+,1434,2482.0
N,N,COMP,B,725,11044.5
,N,COMP,B,2792,8202.42857142857
,Y,SS,G,922,26186.777777777777
N,N,COMP,A,542,15473.444444444445
Y,N,SS,A,2413,7088.428571428572
,N,COMP,A+,2668,171194.0
N,N,COMP,G,2101,16331.5
Y,Y,COMP,A+,167,131689.0
Y,Y,SS,A,2353,57792.333333333336
,Y,COMP,G,617,35794.5
N,Y,SS,A+,1342,11930.0
Y,Y,COMP,A+,1535,17043.25
Y,N,SS,A+,1616,43863.0
Y,N,COMP,B,2699,19922.071428571428
,Y,COMP,B,1921,6934.888888888889
N,N,COMP,A,2077,10905.625
N,Y,SS,G,2551,14662.307692307691
N,Y,SS,A,1681,5833.636363636364
Y,N,SS,B,2492,74740.0
Y,N,COMP,G,2669,283337.0
,Y,COMP,A+,2501,33206.142857142855
N,Y,SS,A,569,11949.714285714286
N,Y,SS,G,1462,133715.0
N,N,SS,G,1514,42147.0
N,Y,SS,G,654,115121.0
Y,N,SS,A,1825,10677.307692307691
N,Y,SS,A+,2110,18023.75
Y,N,SS,B,2440,48084.0
Y,Y,COMP,A,1306,204036.0
N,N,COMP,A+,1924,63065.5
,N,SS,A,2546,19673.2
Y,Y,SS,A,939,19701.6
N,Y,COMP,A,747,15330.916666666666
N,N,SS,A+,506,25293.25
Y,Y,SS,A,1192,33634.625
N,Y,SS,A+,2508,92666.5
Y,N,COMP,G,905,288522.0
N,N,SS,B,696,514.1111111111111
Y,N,COMP,A,2362,10068.333333333334
,N,COMP,B,535,15674.733333333334
,N,SS,A,2636,27424.333333333332
,N,SS,A+,2439,55152.4
Y,N,COMP,A+,1419,50881.0
N,N,COMP,B,843,511.25
N,N,SS,A,1065,24018.571428571428
Y,Y,COMP,B,2580,132718.0
,Y,SS,A+,2579,31526.285714285714
N,Y,COMP,B,316,10089.375
N,N,COMP,A,513,30878.0
Y,N,SS,G,2671,37863.666666666664
,Y,COMP,A+,1334,3475.8333333333335
Y,Y,SS,G,83,1489.0666666666666
Y,Y,COMP,G,539,4890.857142857143
,N,SS,G,1375,9437.833333333334
,N,SS,G,2510,10973.166666666666
,N,SS,G,1963,31588.4
Y,N,COMP,B,1209,10717.181818181818
N,Y,SS,A,1345,21301.5
Y,Y,SS,G,190,24518.285714285714
N,Y,COMP,G,2692,11239.545454545454
,N,SS,G,1012,217106.0
,N,COMP,A,5,31746.428571428572
N,N,SS,A+,2707,17567.333333333332
Y,Y,COMP,B,889,17419.5
N,N,COMP,B,1776,964.2857142857143
Y,Y,COMP,B,276,81682.0
,N,COMP,A,2681,37979.57142857143
Y,Y,SS,A+,529,38316.0
Y,N,COMP,A,1486,13201.5
,Y,SS,A+,1193,32598.5
,Y,COMP,G,590,122871.0
,Y,SS,A,2526,2866.0
N,N,COMP,G,2745,5626.066666666667
N,Y,SS,A,2182,18984.4
,Y,SS,A,938,16005.333333333334
Y,N,SS,G,939,135933.0
N,Y,COMP,A+,506,49785.8
N,Y,SS,A,1606,17932.333333333332
Y,Y,COMP,A+,231,24300.4
Y,Y,SS,A,2151,47696.0
Y,N,COMP,A,2297,19963.666666666668
N,N,COMP,G,2318,79288.33333333333
N,N,COMP,G,734,223980.0
Y,N,SS,A+,512,20355.363636363636
Y,Y,SS,A+,705,13581.4
,Y,SS,A+,1708,25925.5
Y,N,SS,A+,129,26517.2
,N,SS,B,1308,30790.14285714286
N,N,COMP,A,1255,29331.4
N,N,COMP,B,143,176857.0
,Y,SS,A+,236,7182.307692307692
N,N,COMP,A,1657,23034.69230769231
N,Y,COMP,B,2256,8945.538461538461
,N,SS,B,206,111125.5
,N,SS,A+,1925,23008.11111111111
,Y,COMP,A,1843,40630.75
Y,Y,COMP,A,2294,12026.285714285714
,N,COMP,B,1845,17648.6
N,N,SS,B,1677,27238.1
Y,N,COMP,A+,673,25574.7
,N,SS,A+,216,10447.0
Y,N,SS,A,379,10847.133333333333
Y,N,SS,B,2119,22663.75
N,Y,COMP,G,832,1250.923076923077
N,N,COMP,A+,1903,115356.0
N,Y,SS,G,1090,67529.33333333333
N,N,SS,G,1872,17061.14285714286
,N,SS,A,1685,2097.4
N,Y,SS,A+,349,4282.666666666667
,N,COMP,G,2578,8919.166666666666
,N,COMP,A,2796,11205.133333333333
N,N,SS,A,2733,15574.8
N,N,SS,A,9,63929.0
N,Y,COMP,B,2131,29095.875
,Y,COMP,G,1729,39702.28571428572
Y,Y,SS,B,1869,2544.1
N,N,COMP,A+,330,27786.1
,Y,COMP,B,2579,30504.166666666668
,N,COMP,A+,1900,105557.0
,Y,SS,G,739,9228.5
Y,N,SS,G,632,17474.14285714286
N,Y,SS,B,2648,12746.133333333333
,Y,SS,A+,1733,5000.0
Y,N,SS,B,2112,19924.53846153846
N,Y,COMP,A,254,10147.25
,Y,SS,A,67,12817.0
,N,COMP,A,327,58997.0
,N,COMP,A+,1609,20006.375
N,Y,COMP,G,2316,52689.4
N,Y,SS,B,1915,14179.857142857143
N,N,SS,G,69,42176.5
N,Y,COMP,A+,2198,26594.11111111111
,Y,SS,B,747,22685.3
,Y,SS,A+,604,34020.0
N,Y,SS,B,1520,7272.615384615385
N,N,SS,B,1761,1186.75
N,Y,COMP,B,925,28687.85714285714
N,Y,SS,A,1410,3983.5714285714284
Y,Y,SS,A+,108,6794.357142857143
N,Y,SS,A+,2120,6711.166666666667
N,N,SS,A+,618,11356.5
N,Y,SS,G,64,7246.533333333334
N,Y,COMP,G,1164,21258.4
Y,N,COMP,A,1296,473.8
N,N,COMP,A,147,5328.2
N,Y,SS,G,1167,39011.4
Y,Y,COMP,B,332,18422.0
,Y,SS,B,2575,14869.846153846154
,N,SS,A,1290,34467.0
,Y,COMP,A+,2045,2079.8571428571427
N,Y,SS,A+,279,13116.461538461539
Y,N,SS,B,2465,7591.333333333333
Y,Y,COMP,B,1940,5260.933333333333
N,N,COMP,G,2206,22741.25
Y,N,COMP,A,1940,14242.583333333334
Y,N,COMP,G,184,2184.8
N,N,COMP,B,1406,5114.818181818182
,N,SS,G,1641,86087.0
,N,SS,A+,1856,24047.555555555555
,N,COMP,A+,497,10400.7
,N,COMP,B,1182,37455.75
N,Y,COMP,B,2563,18808.85714285714
Y,Y,SS,G,809,24198.363636363636
Y,Y,COMP,A,2348,23770.75
,N,COMP,G,811,16567.266666666666
Y,N,SS,B,1998,17142.25
,N,SS,G,1930,1073.0
,Y,SS,A,1565,90176.5
N,Y,SS,G,1870,34367.0
N,N,COMP,A+,36,67461.0
N,N,SS,A,144,38885.5
N,Y,SS,G,397,3830.7272727272725
N,N,COMP,A,1570,2015.4
,Y,SS,A,1386,2223.866666666667
N,Y,COMP,B,697,24457.416666666668
,N,COMP,G,597,19785.636363636364
Y,Y,COMP,B,2610,27995.333333333332
,N,SS,B,699,7360.0
Y,Y,SS,A,1089,5652.2307692307695
,N,SS,B,2781,163325.0
,N,SS,A+,2338,4637.5
Y,N,SS,A,791,16167.846153846154
Y,N,COMP,A+,80,11975.285714285714
,N,COMP,A,1991,58433.0
N,N,SS,A+,1362,47891.666666666664
N,Y,COMP,B,862,13417.285714285714
Y,Y,COMP,A,1912,40340.25
,Y,SS,A,339,17591.0
,Y,COMP,B,2326,11596.7
N,N,SS,A+,537,5500.857142857143
Y,Y,COMP,G,1866,14392.444444444445
Y,Y,COMP,G,1432,10932.0
Y,Y,COMP,B,1013,20125.0
Y,N,COMP,B,1849,73294.66666666667
N,N,COMP,A,2296,2983.4615384615386
Y,N,SS,A+,518,10985.25
Y,Y,COMP,G,402,2802.0
N,N,SS,A+,2755,1755.6
,Y,SS,G,1963,100211.0
,N,SS,A+,2632,188999.0
N,N,COMP,G,315,38091.166666666664
Y,Y,COMP,G,1007,21810.0
Y,N,COMP,A,976,15818.0
Y,N,COMP,A,1151,5962.272727272727
Y,Y,SS,A+,1018,31918.375
N,Y,COMP,B,2254,177750.0
N,N,COMP,B,21,44060.5
N,N,SS,A,2131,3477.0
N,Y,COMP,A,988,31621.14285714286
,N,SS,A+,1305,119963.5
N,N,SS,A,1953,20751.0
,Y,COMP,A,2201,40752.0
,N,COMP,A,2085,12964.357142857143
N,Y,SS,B,2041,22689.555555555555
Y,Y,SS,A,580,16346.5
Y,Y,SS,G,100,20173.23076923077
Y,N,SS,A,1708,23754.11111111111
N,Y,SS,A+,2747,19428.615384615383
,N,SS,A,998,3752.785714285714
,N,SS,A+,515,127582.0
,N,SS,B,2033,11653.583333333334
N,N,COMP,G,2422,3512.181818181818
,Y,SS,B,1124,19915.53846153846
Y,N,SS,A+,50,9257.666666666666
N,N,SS,A,1902,4917.666666666667
,N,COMP,A+,277,176312.0
Y,N,COMP,A,1114,28511.1
,N,SS,G,940,118447.0
N,N,SS,A,1550,247703.0
,N,SS,A+,673,701.5333333333333
,Y,COMP,A,1551,22124.583333333332
N,N,COMP,A,745,9533.8
,Y,SS,A,2276,35486.6
N,N,COMP,A+,1902,3823.7
,Y,SS,G,1110,132603.0
Y,Y,SS,A+,167,25145.7
,N,COMP,A+,2518,26253.5
N,N,SS,A+,413,45153.5
,Y,COMP,G,2765,4498.4
,N,SS,G,2764,27664.4
Y,N,COMP,A,1172,10982.0
,Y,COMP,A,1776,10749.444444444445
,N,SS,A,929,19472.923076923078
,N,COMP,B,157,7799.0
N,N,COMP,B,318,34218.142857142855
N,Y,COMP,G,793,7180.583333333333
N,N,COMP,A,1751,13478.142857142857
,Y,COMP,G,1963,7597.4
Y,N,COMP,A+,218,258.3333333333333
N,N,SS,A+,2176,9692.5
Y,Y,SS,A+,918,12070.07142857143
,N,COMP,G,2530,37333.333333333336
Y,Y,COMP,A+,1603,16405.76923076923
N,N,SS,A+,2640,30442.14285714286
N,Y,COMP,B,944,18978.333333333332
Y,Y,COMP,G,831,6822.0
N,N,COMP,G,1044,4911.733333333334
,N,SS,G,1636,19700.666666666668
Y,Y,COMP,A+,1593,21286.25
,N,COMP,B,608,4383.555555555556
Y,N,COMP,B,2084,90885.0
,N,SS,A+,1781,8052.142857142857
N,N,SS,G,2614,8090.0
,N,COMP,A+,2706,15185.333333333334
N,Y,SS,B,682,41499.75
Y,N,COMP,G,2319,15717.923076923076
,Y,SS,A+,2427,174988.0
,N,SS,B,1971,19794.928571428572
N,Y,SS,G,1278,16923.0
N,N,SS,G,2401,34071.57142857143
,N,SS,A+,519,13859.357142857143
N,N,COMP,A,2578,26938.545454545456
,N,SS,G,261,9940.666666666666
N,Y,COMP,A+,458,17368.5
Y,N,COMP,A,1105,16378.444444444445
N,N,COMP,G,890,9942.363636363636
N,N,COMP,B,1154,12818.466666666667
N,N,SS,A,1153,47259.0
Y,N,SS,B,1830,6291.461538461538
,N,SS,A,1814,19381.85714285714
N,N,SS,A,112,84608.5
N,Y,COMP,B,339,20790.571428571428
N,Y,COMP,G,637,25595.75
Y,Y,SS,B,2672,19288.545454545456
,Y,SS,A+,1991,185422.0
Y,Y,COMP,A,1756,17678.545454545456
N,N,COMP,G,140,11669.166666666666
Y,N,COMP,A+,2728,1653.0
,N,SS,G,2459,30578.25
Y,Y,COMP,A,269,26323.75
N,Y,COMP,A+,2550,6332.785714285715
Y,N,SS,A,498,36823.75
N,Y,COMP,A+,1840,8216.0
Y,Y,COMP,B,1951,39254.333333333336
Y,Y,COMP,G,1529,32957.8
Y,N,COMP,A+,1641,2846.6153846153848
,Y,COMP,A,403,15475.0
N,N,SS,B,1631,34568.5
N,N,COMP,G,1705,18152.25
,N,COMP,A,954,29731.6
,N,COMP,A,1438,12149.454545454546
,Y,COMP,A,135,3766.214285714286
,Y,COMP,B,1957,6277.923076923077
Y,Y,SS,G,1346,25447.625
N,Y,COMP,B,1606,61502.333333333336
Y,Y,SS,B,557,58122.0
,N,SS,A+,1879,13414.875
,Y,SS,A,165,8171.307692307692
,Y,COMP,A+,1475,111923.5
,Y,SS,B,1098,45475.0
N,N,SS,A+,2098,9814.6
Y,N,COMP,A+,793,7333.916666666667
N,Y,SS,B,927,3860.0
,N,SS,A+,2782,27633.14285714286
N,Y,SS,A+,243,7021.625
,N,COMP,B,2076,65325.5
N,Y,COMP,A,622,15099.75
Y,N,SS,B,1363,5557.833333333333
,Y,SS,A,2669,47006.25
Y,N,SS,G,1796,14488.833333333334
Y,Y,SS,A,2125,7228.133333333333
,N,SS,G,1700,28541.0
Y,Y,COMP,G,974,23353.25
N,Y,SS,A,1024,5532.125
N,N,COMP,B,1367,6417.142857142857
,Y,COMP,B,625,7283.8
,Y,COMP,G,2759,55375.5
Y,Y,SS,A,2546,28458.0
N,Y,COMP,B,2180,82693.0
,N,COMP,A,1194,19174.428571428572
N,Y,SS,B,2546,16720.85714285714
Y,Y,COMP,B,1813,79063.0
,Y,SS,A,683,35368.5
Y,Y,SS,A,1490,945.6666666666666
N,Y,SS,A,1831,45578.5
Y,N,COMP,B,693,8288.307692307691
,N,SS,G,1580,327.8181818181818
,Y,SS,B,2536,1860.0
Y,N,SS,A+,2094,7389.333333333333
N,N,COMP,A+,2618,15941.0
N,Y,COMP,B,639,16533.428571428572
N,N,COMP,A+,1315,20501.46153846154
,N,SS,B,1156,4795.3
,Y,COMP,A+,2205,4821.571428571428
Y,Y,SS,B,1055,9795.0
,N,SS,B,519,21608.272727272728
N,N,COMP,A+,132,48023.75
,N,SS,A+,1489,761.5454545454545
Y,N,SS,G,1390,32548.833333333332
,Y,SS,G,1966,2994.214285714286
N,N,SS,B,1533,5554.153846153846
,Y,SS,A+,671,24607.2
,N,COMP,G,1303,4344.4
N,Y,COMP,G,652,17691.666666666668
,N,COMP,A+,1934,19265.3
,N,SS,A,1572,40256.0
N,N,COMP,B,2544,43320.666666666664
,Y,COMP,A+,1205,21665.416666666668
N,N,SS,B,1784,211274.0
N,N,SS,B,1323,8466.75
,N,COMP,B,1029,69659.0
Y,Y,COMP,B,2154,14448.25
Y,N,SS,G,652,18840.69230769231
Y,N,SS,A+,102,11978.285714285714
Y,Y,COMP,A,2391,177381.0
Y,Y,COMP,G,2094,35564.0
,Y,SS,A+,2224,32534.166666666668
,N,COMP,A+,813,15788.42857142857
,N,SS,B,1389,3166.266666666667
N,N,COMP,B,991,19229.214285714286
,Y,COMP,B,719,85971.5
,N,SS,A,2538,12927.2
N,N,SS,G,268,97376.33333333333
Y,N,COMP,A,2354,14308.583333333334
,N,COMP,G,2410,67739.66666666667
Y,Y,COMP,A,1661,13064.285714285714
N,Y,COMP,B,2436,3596.0
Y,Y,SS,B,2506,12116.333333333334
Y,Y,COMP,A+,1690,18683.4
N,N,SS,G,1291,17645.222222222223
Y,N,COMP,A+,1664,2316.3333333333335
,N,SS,B,505,6518.7
Y,N,SS,B,356,37003.75
N,N,SS,A+,2420,18420.714285714286
,N,COMP,B,2254,9557.285714285714
N,Y,SS,G,891,3210.4
N,Y,COMP,A+,512,14432.57142857143
,Y,COMP,A+,1880,50428.6
Y,N,SS,A+,1698,716.75
,Y,SS,B,641,92988.66666666667
N,Y,SS,A,680,79171.0
N,N,COMP,A,898,39260.833333333336
,N,COMP,A,1312,31779.11111111111
,N,COMP,A,2098,4188.916666666667
N,Y,COMP,A+,1704,64972.0
N,N,COMP,B,153,34803.5
N,N,SS,G,590,48724.0
Y,N,COMP,A+,1467,28815.375
Y,Y,SS,G,1411,22125.5
Y,Y,SS,G,2501,57786.0
Y,N,COMP,G,2069,12268.866666666667
Y,N,SS,G,823,14385.153846153846
Y,Y,COMP,A,1074,3958.2
,N,COMP,A+,1206,27480.444444444445
,Y,SS,G,1146,47980.6
N,Y,COMP,G,2010,19008.583333333332
Y,N,SS,A+,444,2540.8888888888887
N,Y,COMP,G,803,14818.0
N,N,COMP,G,2571,18983.8
Y,Y,SS,B,281,88419.66666666667
N,N,SS,A+,1107,70449.0
N,N,COMP,A+,2571,11699.733333333334
N,N,COMP,A,776,51966.0
,N,SS,A+,2165,18999.777777777777
,Y,SS,G,1444,4396.6
Y,Y,SS,G,2109,8067.2
Y,Y,COMP,A+,311,23998.0
,Y,SS,G,372,51006.4
Y,Y,SS,B,379,45620.6
N,Y,SS,A+,2022,23306.0
Y,N,SS,A,17,29656.875
N,N,SS,B,2337,9893.545454545454
,Y,COMP,A,1225,30396.75
Y,Y,COMP,A,1828,28163.5
N,Y,SS,A+,1838,13943.454545454546
N,N,COMP,A,418,18286.333333333332
,Y,COMP,A+,1995,43378.6
,Y,COMP,A,549,25948.272727272728
N,N,COMP,A,2228,7335.5
,Y,COMP,A,869,17911.7
Y,N,COMP,A,1793,154168.0
Y,N,SS,G,1864,12286.5
,N,SS,A+,135,10371.181818181818
N,Y,COMP,A,1818,5337.272727272727
N,Y,COMP,A+,1804,2625.5714285714284
N,N,SS,A,1160,12783.5
Y,Y,COMP,G,823,18660.714285714286
Y,Y,SS,A,1685,20874.846153846152
,Y,COMP,A,2638,27352.833333333332
Y,Y,COMP,G,1176,19400.11111111111
,Y,SS,B,2694,135773.0
Y,Y,SS,G,1246,30078.85714285714
Y,Y,COMP,A,1337,24006.0
Y,Y,SS,B,1225,5382.0
,N,COMP,B,2137,50.1
,Y,SS,B,2349,6895.444444444444
N,N,COMP,G,1183,29066.75
Y,Y,COMP,B,2127,211944.0
,Y,SS,A,638,280114.0
N,N,SS,B,271,171704.0
Y,Y,SS,A,2012,16932.14285714286
Y,N,COMP,G,2367,14461.6
Y,Y,COMP,G,209,45794.833333333336
N,N,SS,B,229,58376.2
N,N,SS,A,865,39857.25
N,N,COMP,A,380,1677.8181818181818
,Y,SS,A+,793,42701.166666666664
Y,N,COMP,A+,1322,36777.666666666664
Y,N,SS,A,2394,194885.0
N,Y,COMP,A,1900,13779.833333333334
,N,COMP,A+,2155,15142.5
N,Y,COMP,A,2380,42288.166666666664
,Y,SS,B,833,64952.0
Y,Y,COMP,B,446,24714.833333333332
,Y,COMP,G,887,199233.0
,Y,SS,B,2085,9911.333333333334
Y,N,SS,A+,2333,18659.5
N,Y,SS,B,1961,3548.6923076923076
Y,N,SS,B,1520,25090.9
N,Y,SS,A,2709,57341.0
Y,Y,SS,G,2067,24430.8
Y,Y,SS,A+,1700,33205.25
,N,SS,A+,1927,21310.875
,Y,SS,A,1895,7483.909090909091
Y,Y,SS,A,2667,6563.214285714285
N,N,SS,A+,1742,34207.333333333336
Y,N,SS,B,774,8594.166666666666
,N,COMP,A,2100,3254.6
,N,SS,B,2303,127452.0
,N,SS,B,709,45605.0
Y,Y,SS,A,413,68229.66666666667
,N,SS,G,1247,58545.0
Y,N,COMP,A+,2296,5391.923076923077
,N,SS,G,662,11483.75
N,Y,COMP,B,197,40307.0
,N,SS,A,1510,14133.8
N,N,SS,A+,1517,15718.714285714286
N,N,COMP,A,1755,7339.714285714285
,Y,COMP,A+,1104,209316.0
Y,N,COMP,G,606,24749.0
N,Y,COMP,A+,854,440.3333333333333
N,Y,COMP,A+,1447,4492.166666666667
Y,Y,COMP,A+,2240,11352.0
N,N,SS,G,2129,10990.466666666667
,Y,SS,B,651,15677.714285714286
N,Y,SS,B,462,19514.909090909092
N,Y,COMP,G,226,16620.76923076923
Y,N,COMP,B,2156,11533.666666666666
Y,Y,SS,A+,724,40668.5
,Y,SS,G,2339,29507.0
,N,SS,B,1214,3000.3333333333335
N,N,SS,A+,591,44114.833333333336
Y,N,COMP,A,730,32795.166666666664
,Y,SS,G,2125,4371.125
N,Y,SS,A+,2228,22700.0
N,N,SS,A+,1805,72690.66666666667
Y,N,SS,A+,2181,98525.0
Y,N,COMP,A+,1135,18475.1
N,N,COMP,A,1153,19016.555555555555
N,Y,SS,A,41,11201.6
N,Y,COMP,A,686,23711.363636363636
,Y,COMP,A+,276,174.6153846153846
,N,SS,A,202,8418.333333333334
,Y,SS,B,578,8413.272727272728
N,N,SS,A,452,30663.333333333332
,N,SS,A+,1334,23947.666666666668
N,N,SS,A+,746,25952.5
,N,COMP,A+,933,2532.25
N,N,SS,G,995,19652.833333333332
,Y,COMP,A,1978,11882.666666666666
Y,Y,SS,G,2239,13644.555555555555
N,N,COMP,B,2768,13942.583333333334
N,N,SS,A+,1024,2624.0666666666666
,Y,COMP,B,1309,27965.777777777777
Y,Y,COMP,G,1001,566.6
Y,Y,COMP,B,2759,2580.866666666667
N,N,COMP,A+,672,20737.833333333332
,N,COMP,A+,1639,14119.25
N,Y,SS,G,2488,10329.714285714286
Y,Y,COMP,A,1413,16323.125
Y,N,SS,B,565,12365.25
,N,COMP,A+,438,41675.666666666664
Y,Y,SS,G,1423,3551.4545454545455
Y,Y,SS,B,2567,17413.428571428572
N,N,SS,A+,1716,4622.111111111111
Y,Y,COMP,A+,1495,10754.4
Y,Y,SS,B,2479,582.8
Y,N,COMP,A,1919,21014.666666666668
,Y,SS,G,1311,13416.466666666667
,N,SS,G,1961,3502.4285714285716
N,Y,COMP,A,1010,10136.916666666666
N,Y,COMP,B,2082,48725.0
Y,N,COMP,A+,950,9247.0
N,Y,COMP,G,1647,37741.5
,Y,SS,A,1580,15650.133333333333
Y,N,SS,B,2190,109316.5
Y,Y,COMP,A,1527,15286.461538461539
,N,SS,G,1661,9245.833333333334
